file,r_i_glide_gscore,r_i_docking_score
C724-0467,-5.95049643711172,-5.95049643711172
3253-5885,-6.36105508414023,-5.95035508414023
D282-0171,-5.95033638882999,-5.95033638882999
S039-4100,-6.07002123055743,-5.95032123055743
P516-0663,-6.93321217101291,-5.95021217101291
E687-0455,-6.36089711498306,-5.95019711498306
D103-1344,-6.28808651439331,-5.95018651439331
P767-0438,-8.09678543924665,-5.95018543924665
C593-1092,-6.42727326901264,-5.95007326901264
0336-0091,-6.27296064643293,-5.95006064643293
L872-0176,-6.98861098370394,-5.94991098370394
V016-8580,-6.3508953188904,-5.9498953188904
3253-4057,-6.37187919658675,-5.94987919658675
8451-07225,-5.94985445848224,-5.94985445848224
4341-0003,-5.95071036725301,-5.94981036725301
G194-0383,-5.95189513347046,-5.94979513347046
3391-6866,-7.28768672321252,-5.94978672321252
3391-6866,-7.28768672321252,-5.94978672321252
Z218-2973,-6.36032525923578,-5.94962525923578
C215-0153,-6.97328505243655,-5.94958505243655
K781-0534,-5.94953262106352,-5.94953262106352
8582-1181,-5.94952864314697,-5.94952864314697
D481-0179,-6.25670251763047,-5.94950251763047
E140-0512,-6.38443489206167,-5.94943489206167
5620-1193,-6.38673332641411,-5.94943332641411
5620-1193,-6.38673332641411,-5.94943332641411
T744-0113,-5.94942906860383,-5.94942906860383
5609-0989,-7.54874123201401,-5.94934123201401
F019-5087,-5.96120450137545,-5.94930450137545
0285-0073,-6.73160361250591,-5.94930361250591
F259-0771,-5.94925843249229,-5.94925843249229
D103-1271,-5.99570565543795,-5.94910565543795
1778-2315,-5.94908959418647,-5.94908959418647
P809-0847,-7.10107982331595,-5.94887982331595
K603-0266,-6.35946379933502,-5.94876379933502
3288-0111,-6.64685616195446,-5.94855616195446
V017-4468,-8.36770220658822,-5.94850220658822
6319-4309,-5.94830203114774,-5.94830203114774
F048-0152,-6.17918098443614,-5.94828098443614
S049-0829,-5.94870456763866,-5.94800456763866
3391-6755,-6.57530220733315,-5.94800220733315
3391-6755,-6.57530220733315,-5.94800220733315
V014-6764,-7.26354767747023,-5.94794767747023
Y041-8146,-5.94784595255758,-5.94784595255758
3254-4022,-6.38522202537137,-5.94782202537137
Z250-1343,-8.05976864859214,-5.94776864859214
L872-0212,-7.18950901956962,-5.94770901956962
T629-2137,-6.35929370997709,-5.94769370997709
G731-0088,-6.11119489744269,-5.94759489744269
J006-2721,-6.47325294458104,-5.94755294458104
G275-1342,-6.53532754180624,-5.94742754180624
G491-0153,-5.94730786650333,-5.94730786650333
G669-1130,-5.94791698252969,-5.94711698252969
D345-0546,-5.94710791510284,-5.94710791510284
S451-0320,-6.3577714215839,-5.9470714215839
F880-0297,-5.94704187383635,-5.94704187383635
D144-0325,-6.11344168834035,-5.94704168834035
F076-1293,-5.94696262405606,-5.94696262405606
V016-9435,-6.35763804110284,-5.94693804110284
G420-0541,-5.94678713347183,-5.94678713347183
T762-0487,-7.27511029052473,-5.94671029052473
V020-7180,-6.29491783659519,-5.94641783659519
K284-2366,-5.94634152392065,-5.94634152392065
L605-0459,-5.97879066508518,-5.94629066508518
K405-2133,-5.94645928330261,-5.94625928330261
Y041-6152,-6.36854759730853,-5.94624759730853
C370-0431,-6.3979533606995,-5.9460533606995
P759-1152,-6.90719638148137,-5.94589638148137
Z250-1299,-8.0541939272018,-5.9456939272018
G731-0064,-6.10929119207156,-5.94569119207156
8343-0187,-5.94569014946374,-5.94569014946374
V023-6014,-5.94551609862218,-5.94551609862218
D074-0097,-6.40508227095946,-5.94548227095946
D306-0063,-5.9453345002719,-5.9453345002719
G669-1102,-5.94529294104375,-5.94529294104375
D454-0055,-7.01384124399931,-5.94514124399931
E213-0015,-6.35572331771151,-5.94502331771151
Y040-2284,-7.51029162887635,-5.94499162887635
0712-0072,-6.74935133953775,-5.94455133953775
D074-0010,-6.4040191213505,-5.9444191213505
T403-2737,-5.94435562510593,-5.94435562510593
V001-6343,-5.96295556652085,-5.94425556652085
S039-4045,-6.06191239882416,-5.94411239882416
4469-0763,-6.87759001281922,-5.94399001281922
L429-0955,-5.94383637808829,-5.94383637808829
Y041-1479,-6.04031809856261,-5.94381809856261
G856-1605,-5.94571958379866,-5.94371958379867
G639-3478,-6.35420070192006,-5.94350070192006
P244-0470,-8.50225978590194,-5.94345978590194
E140-0549,-6.86442171419602,-5.94342171419602
T396-0356,-6.74587603936615,-5.94337603936615
P895-0222,-5.94335899902484,-5.94335899902484
E856-2985,-5.94330411960203,-5.94330411960203
2806-0340,-6.66718153457496,-5.94298153457497
Y041-6041,-5.94293437336114,-5.94293437336114
G330-0013,-6.33471091210774,-5.94281091210774
Y040-8658,-5.94277893822986,-5.94277893822986
G365-0209,-6.35344985735445,-5.94274985735445
V018-5283,-5.96138517005189,-5.94268517005189
G856-9533,-5.94267583865814,-5.94267583865814
Y040-1693,-7.24444134283448,-5.94264134283448
4076-0120,-6.35315159340643,-5.94245159340643
M100-0333,-8.02344848223991,-5.94244848223991
Y020-3810,-6.39511016274479,-5.94241016274479
8003-1693,-5.94238112386033,-5.94238112386033
3229-2438,-5.94237895413348,-5.94237895413348
Z250-1357,-8.04673951579102,-5.94223951579102
V010-4791,-6.35293353871305,-5.94223353871305
8512-0106,-5.96156196290061,-5.94216196290061
4789-3754,-5.9420487658424,-5.9420487658424
G877-0156,-5.99003789559011,-5.94183789559011
D718-1772,-5.99009537413066,-5.94179537413066
3002-1119,-5.94269457841879,-5.94179457841879
P496-2307,-6.67228834071144,-5.94178834071144
4514-2048,-6.65485204992356,-5.94175204992356
4514-2048,-6.65485204992356,-5.94175204992356
P898-0232,-6.34307398314217,-5.94167398314217
J006-0887,-6.39101081974512,-5.94151081974512
P899-0080,-6.38936105237521,-5.94146105237521
E822-0578,-6.35214130229921,-5.94144130229921
G421-0056,-6.13451550967122,-5.94141550967122
3042-5180,-8.08999344831451,-5.94129344831451
V014-2793,-6.35192021957662,-5.94122021957662
Y040-1668,-6.69148967670409,-5.94108967670409
G751-2010,-6.26205607253367,-5.94105607253367
3254-3720,-6.35172860396862,-5.94102860396862
D718-1521,-5.94088675182499,-5.94088675182499
0576-0012,-6.19694862798322,-5.94074862798322
C547-0354,-7.32970879229851,-5.94070879229851
3254-4118,-6.3511820931195,-5.9404820931195
E201-0082,-5.94033968606134,-5.94033968606134
C202-1874,-7.09181060198077,-5.94031060198077
D011-4779,-7.45654203892659,-5.94024203892659
T829-1485,-6.00243742702719,-5.94023742702719
G856-3736,-5.94023567542001,-5.94023567542001
D266-0420,-5.94022031777167,-5.94022031777167
G792-0498,-6.40650007159424,-5.94020007159424
T403-2381,-5.94015764711226,-5.94015764711226
V004-2544,-6.35068986358201,-5.93998986358201
P809-1172,-6.36427809453953,-5.93997809453953
3112-5035,-5.93971033597908,-5.93971033597908
5227-4877,-6.02453989804765,-5.93963989804765
8014-1236,-5.93918075502509,-5.93918075502509
P433-1209,-5.94915478103453,-5.93915478103453
P899-0045,-7.37801801435087,-5.93911801435087
6940-0141,-7.029012742724,-5.939112742724
1951-2475,-6.81799708173115,-5.93909708173115
G421-0142,-6.61546748171955,-5.93906748171955
V030-2022,-6.28453005287736,-5.93903005287736
F919-1053,-5.96868989948139,-5.93898989948139
L466-0451,-5.93893194121032,-5.93893194121032
4616-7820,-5.96075282980524,-5.93885282980524
6434-3703,-6.55364932604523,-5.93884932604523
K784-6430,-6.32155441720483,-5.93875441720483
6359-0008,-6.53916215761621,-5.93866215761621
P611-0332,-5.93900201326841,-5.93850201326841
V029-9452,-6.34905152506931,-5.93835152506931
F048-0733,-6.57480935160926,-5.93830935160926
P759-1252,-6.35548127305514,-5.93828127305514
J079-1050,-6.34293757128845,-5.93823757128845
F048-0314,-6.60821283985483,-5.93821283985483
P496-1798,-7.74408895341362,-5.93808895341362
K788-4796,-6.66076091966995,-5.93806091966995
C390-0368,-6.34062005539756,-5.93802005539756
F048-0162,-6.60798614332526,-5.93798614332526
V004-8669,-6.87877249207588,-5.93797249207588
J006-2588,-6.46362820250354,-5.93792820250354
2729-0606,-6.18692571028934,-5.93792571028934
Y041-6407,-7.2823210574998,-5.9378210574998
E734-0262,-7.78060929780537,-5.93780929780537
Y020-4042,-7.62598685101983,-5.93768685101983
D635-0108,-6.79593639120105,-5.93763639120105
G586-0050,-5.95201685569996,-5.93751685569996
G731-0100,-6.1010397040749,-5.9374397040749
F090-0013,-7.49612900227803,-5.93732900227803
Y041-6118,-6.34785806740141,-5.93715806740141
CM2409-6136,-7.58754893383185,-5.93714893383185
G275-1361,-7.58562611258345,-5.93712611258345
CM4206-0937,-6.35317446320609,-5.93697446320609
E201-0270,-5.93692670730188,-5.93692670730188
Y020-4199,-7.5460474251911,-5.9368474251911
J099-0210,-5.93684546838942,-5.93684546838942
L109-0650,-5.93675485877906,-5.93675485877906
C202-2552,-5.93672798951662,-5.93672798951662
G421-0467,-6.12980643898895,-5.93670643898895
V019-0813,-6.64546457775407,-5.93666457775407
D511-0227,-6.34735140062966,-5.93665140062966
M321-0087,-6.34710891974399,-5.93640891974399
F145-1034,-5.93637295503722,-5.93637295503722
CM3034-3629,-6.34765815952818,-5.93635815952818
P592-0444,-5.93635371626407,-5.93635371626407
G756-0461,-5.93621305969607,-5.93621305969607
L879-0099,-7.0838967798741,-5.9361967798741
Y040-3531,-7.19913213197316,-5.93603213197316
D074-0067,-6.30369464828166,-5.93569464828166
G365-0132,-6.75707400173652,-5.93567400173652
3042-5181,-8.02482326259463,-5.93562326259463
C361-1132,-6.0571511941123,-5.9355511941123
G421-0217,-6.12865118553697,-5.93555118553697
D466-0048,-5.96144509289697,-5.93554509289697
T834-1353,-5.94278510056915,-5.93548510056915
P091-0036,-5.94373980848619,-5.93543980848619
G923-0165,-5.954491896114,-5.935391896114
V017-7199,-5.93533873861505,-5.93533873861505
G275-0006,-6.34596495774376,-5.93526495774376
C361-0733,-5.9352456338434,-5.9352456338434
2323-2478,-6.34594363654684,-5.93524363654684
4225-0367,-5.93513238210569,-5.93513238210569
J006-1014,-6.3832497937863,-5.9350497937863
F059-0576,-6.01804712094954,-5.93484712094954
G415-4486,-5.93479980358453,-5.93479980358453
E216-0082,-5.93479672006148,-5.93479672006148
E796-0168,-5.94018792037028,-5.93478792037028
P597-0219,-7.75106514267084,-5.93476514267084
2513-2615,-6.12800749214577,-5.93470749214577
D144-0294,-6.9815883451989,-5.9346883451989
G194-0204,-5.9583859179344,-5.9346859179344
Y031-5139,-5.93468363631021,-5.93468363631021
G751-4735,-8.24261258574973,-5.93461258574973
J099-0096,-6.06088144907307,-5.93458144907307
G595-0078,-5.93457999120583,-5.93457999120583
Z218-0782,-6.3452768645734,-5.9345768645734
4554-6435,-5.93445301647505,-5.93445301647505
V002-8583,-6.34503740566935,-5.93433740566935
V014-7727,-6.34502985589044,-5.93432985589044
T630-1598,-6.9512295941564,-5.9343295941564
L872-0220,-6.36161577514471,-5.93431577514471
Y041-6120,-6.34492113678673,-5.93422113678673
0558-0065,-6.05100280212555,-5.93420280212555
Y040-3594,-7.11680058596728,-5.93420058596728
Y020-4041,-7.62244210458096,-5.93414210458096
K078-0005,-6.10120713846519,-5.93410713846519
0441-0066,-7.1074998271283,-5.9340998271283
3643-2468,-6.09949109628088,-5.93399109628088
D144-0051,-6.99593755771337,-5.93383755771337
F048-0638,-6.57681636172832,-5.93381636172832
Y040-1690,-7.91106107842204,-5.93376107842204
E760-5342,-5.93374884178188,-5.93374884178188
7618-0050,-5.97928133622656,-5.93368133622656
L309-1350,-6.07595421949293,-5.93365421949293
1363-0007,-5.94574751504458,-5.93364751504458
1543-0210,-5.93348821171235,-5.93348821171235
F881-0299,-7.76732695016422,-5.93332695016422
Z632-6887,-6.34399562457463,-5.93329562457463
P809-0917,-6.02474228165489,-5.93324228165489
G801-0928,-7.79996294322999,-5.93316294322999
Z250-1647,-8.03709248494921,-5.93309248494921
G595-0470,-5.93296877569693,-5.93296877569693
M046-0252,-6.10985096050862,-5.93295096050862
F207-0362,-6.90433529480499,-5.93293529480499
G195-0075,-5.93286757096782,-5.93286757096782
D074-0005,-6.39244494675006,-5.93284494675006
D364-1636,-7.17034294935087,-5.93274294935087
C276-1683,-5.93262518191078,-5.93262518191078
D126-0362,-6.29988552165578,-5.93258552165578
V016-4673,-6.92532776492948,-5.93252776492948
P147-0757,-5.94673052439324,-5.93233052439324
K784-7680,-5.93214102130443,-5.93214102130443
C734-0096,-5.93203409341881,-5.93203409341881
J006-2594,-6.41737758666657,-5.93197758666657
3330-4430,-5.93189613854381,-5.93189613854381
G856-1720,-5.93384800878156,-5.93184800878156
V024-2385,-7.57693269507749,-5.93183269507749
G275-0031,-6.37379862788642,-5.93179862788642
7491-0196,-6.97331110321441,-5.93171110321441
L364-0008,-6.02673543282683,-5.93163543282683
F779-0855,-6.40729726989895,-5.93149726989895
V030-9662,-6.34214585218243,-5.93144585218243
K788-7929,-5.93143370049112,-5.93143370049112
L010-0078,-5.94693020567422,-5.93143020567422
Y200-3197,-5.93126233952013,-5.93126233952013
F264-0040,-5.93115660039775,-5.93115660039775
G622-0934,-5.93114735911186,-5.93114735911186
G786-1919,-8.08820738206308,-5.93110738206308
4268-0051,-5.93094890076704,-5.93094890076704
G556-0118,-5.93840205599334,-5.93090205599333
D635-0127,-7.1610282608381,-5.9308282608381
2447-2843,-5.93082434801659,-5.93082434801659
S664-4880,-6.35771757561944,-5.93081757561944
D549-1948,-5.93151633595926,-5.93071633595926
G837-0046,-5.95015999374192,-5.93065999374192
E475-0572,-5.93065932736583,-5.93065932736583
G528-2173,-5.93055820329389,-5.93055820329389
7010-0014,-6.80183854656455,-5.93043854656455
Y030-7450,-5.93041970066111,-5.93041970066111
G421-0070,-5.99073949130563,-5.93033949130563
E683-0265,-5.96321855921568,-5.93031855921568
Y020-5370,-5.9313331484557,-5.9302331484557
Y020-2669,-5.99652439624201,-5.93022439624201
7919-0022,-7.29551533556181,-5.93021533556181
G730-0457,-5.99185039356564,-5.93015039356564
Y040-5309,-5.96746284368467,-5.93006284368467
D345-0478,-5.93004898113009,-5.93004898113009
V006-3706,-7.98761902663774,-5.93001902663775
G221-0872,-7.32541261436477,-5.93001261436477
CM4439-1282,-6.3590756647014,-5.9299756647014
Y200-6674,-6.06566123721239,-5.92986123721239
L700-0329,-7.9667353791902,-5.9298353791902
3288-0379,-7.59499789264561,-5.92979789264561
C374-2129,-5.92968408447527,-5.92968408447527
G192-0041,-6.34037491973231,-5.92967491973231
E822-2141,-6.34034537670331,-5.9296453767033
F048-0746,-6.56611585027942,-5.92961585027942
6319-5347,-5.9295776624672,-5.9295776624672
C190-0161,-5.95029731247411,-5.92929731247411
M830-3162,-5.92926150425172,-5.92926150425172
G421-0223,-6.68733655989012,-5.92923655989012
C390-0465,-6.34352109355793,-5.92902109355793
E881-0218,-6.12330783676625,-5.92890783676625
S358-0244,-5.93277749010046,-5.92887749010046
4299-0680,-6.34122523806939,-5.92882523806939
P804-0639,-6.17606325173895,-5.92876325173895
L977-0598,-5.94452643098539,-5.92872643098539
8020-3046,-6.33949306559557,-5.92869306559557
G595-0782,-5.92862181822353,-5.92862181822353
2279-4279,-6.23201957297771,-5.92861957297771
V004-5761,-7.33051339789773,-5.92861339789773
G731-0360,-6.15239406441932,-5.92859406441932
G072-0244,-6.43977866199204,-5.92857866199204
V018-6005,-6.06669599998126,-5.92839599998126
L977-1425,-6.02856968997131,-5.92836968997131
V011-6578,-6.10445397343287,-5.92835397343287
D328-0370,-5.92835082386772,-5.92835082386772
G275-1315,-6.36494401489688,-5.92834401489688
D345-0514,-5.92834001071715,-5.92834001071715
C620-0055,-5.92829610303376,-5.92829610303376
D358-1685,-5.92822439474611,-5.92822439474611
8629-0206,-5.92816749460367,-5.92816749460367
V018-5623,-5.92804957419226,-5.92804957419226
D225-0023,-6.33792786352602,-5.92802786352602
D341-0243,-6.68265613860303,-5.92795613860303
1501-0318,-5.92782195840803,-5.92782195840803
E947-0023,-5.92778738453567,-5.92778738453567
1697-1517,-6.89936833417012,-5.92776833417012
Y020-8586,-7.91015512167017,-5.92775512167017
G365-0426,-6.33841927612257,-5.92771927612257
G365-0238,-6.33839329620916,-5.92769329620916
6481-8130,-7.12135429879849,-5.92765429879849
E203-0530,-6.08522882827153,-5.92762882827153
3388-0055,-6.68890344947991,-5.92760344947991
F779-1193,-6.10046999177746,-5.92746999177746
C066-3866,-6.33810059929225,-5.92740059929225
G361-0825,-5.92730057714512,-5.92730057714512
L372-0597,-5.92726009875829,-5.92726009875829
Y020-8896,-5.94515222829375,-5.92725222829375
4597-0430,-7.37341810207421,-5.92711810207421
E475-0541,-5.92706761202516,-5.92706761202516
G192-0838,-6.33776345502453,-5.92706345502453
T403-0662,-8.41173869921965,-5.92703869921965
P809-0647,-6.54492253228797,-5.92702253228797
6540-0101,-5.92701685525841,-5.92701685525841
Z218-3072,-6.33770960938084,-5.92700960938084
D074-0140,-6.29491372112874,-5.92691372112874
G365-0266,-6.33750223789912,-5.92680223789912
P328-1627,-5.92676960624453,-5.92676960624453
G732-2568,-5.92802108323602,-5.92672108323602
T396-1319,-6.24799482643845,-5.92669482643845
7567-0114,-5.98366826396922,-5.92666826396922
Y031-4887,-5.93172255286464,-5.92662255286464
S039-4112,-6.05512960195465,-5.92652960195465
D724-1022,-6.59360714494536,-5.92650714494536
V022-3088,-6.95908295904699,-5.92648295904699
S615-0303,-6.33705541211885,-5.92635541211885
L466-0809,-5.92744928471134,-5.92634928471134
D361-2605,-6.33702800555909,-5.92632800555909
F048-0757,-6.17388761507064,-5.92628761507064
8004-9563,-6.88233144145082,-5.92603144145082
V007-3891,-7.83821838262432,-5.92601838262432
C387-0619,-6.42790041653914,-5.92600041653914
C202-1502,-6.02449760619399,-5.92599760619399
3254-3718,-6.33662012353762,-5.92592012353762
P060-0325,-6.74769907360771,-5.92589907360771
1951-2424,-5.95374404414196,-5.92584404414196
V003-6417,-5.92577376417725,-5.92577376417725
L977-0965,-6.14225276393662,-5.92575276393662
6583-0207,-5.92574808773064,-5.92574808773064
D126-0209,-6.38458365687619,-5.92568365687619
7376-0071,-6.65674832290261,-5.92564832290261
4477-1937,-6.35374001252077,-5.92554001252077
4477-1937,-6.35374001252077,-5.92554001252077
4076-0121,-6.3392299796535,-5.9255299796535
C385-0350,-6.25335950949786,-5.92545950949786
G275-2268,-6.78385838851577,-5.92525838851577
2743-0804,-7.80283719864548,-5.92523719864548
M381-2963,-6.7409773767279,-5.9251773767279
G395-1395,-5.93337402538522,-5.92517402538522
C301-4150,-5.92500024627491,-5.92500024627491
F689-0342,-6.89733498148077,-5.92483498148077
C498-0971,-6.24204987402592,-5.92474987402592
C390-0637,-6.33540762939012,-5.92470762939012
D205-0335,-5.977071650667,-5.924671650667
G642-7095,-6.95331116374103,-5.92461116374103
E984-0750,-5.92457351954179,-5.92457351954179
P073-0535,-5.92444303611027,-5.92444303611027
L872-0148,-6.95953169798701,-5.92443169798701
F980-0414,-5.92436647540584,-5.92436647540584
G802-0404,-5.92427602979846,-5.92427602979846
L413-0170,-7.802406790427,-5.924106790427
F652-0142,-5.92407911647764,-5.92407911647764
D144-0416,-6.77092791151904,-5.92392791151904
5228-4139,-7.88991211334724,-5.92391211334724
E140-0915,-7.76352478819191,-5.92382478819191
